id,name,email,status,species,gender,origin_name,location_name,episode_count
515,Caterpillar Mr. Goldenfold,caterpillar.goldenfold@krom.id,Dead,Animal,Male,Earth (Wasp Dimension),Earth (Wasp Dimension),1
516,Wasp Rick,wasp.rick@krom.id,Alive,Animal,Male,Earth (Wasp Dimension),Earth (Replacement Dimension),1
517,Wasp Rick’s Clone,wasp.clone@krom.id,unknown,Animal,Male,Earth (Wasp Dimension),Earth (Replacement Dimension),1
518,Wasp Morty,wasp.morty@krom.id,Alive,Animal,Male,Earth (Wasp Dimension),Earth (Wasp Dimension),1
519,Wasp Summer,wasp.summer@krom.id,Alive,Animal,Female,Earth (Wasp Dimension),Earth (Wasp Dimension),1
520,Wasp Jerry,wasp.jerry@krom.id,Alive,Animal,Male,Earth (Wasp Dimension),Earth (Wasp Dimension),1
521,Wasp Beth,wasp.beth@krom.id,Alive,Animal,Female,Earth (Wasp Dimension),Earth (Wasp Dimension),1
522,Caterpillar Mr. Goldenfold’s Larvae,caterpillar.larvae@krom.id,Dead,Animal,unknown,Earth (Wasp Dimension),Earth (Wasp Dimension),1
523,Boglin,boglin.boglin@krom.id,unknown,unknown,unknown,Earth (Replacement Dimension),Earth (Replacement Dimension),1
524,Kirkland Brand Mr. Meeseeks,kirkland.meeseeks@krom.id,unknown,Humanoid,Male,Mr. Meeseeks Box,Earth (Replacement Dimension),1
525,Glootie,glootie.glootie@krom.id,Alive,Alien,Male,unknown,Monogatron Mothership,1
526,Danny Publitz,danny.publitz@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
527,Mothership Intern,mothership.intern@krom.id,Alive,Alien,Male,unknown,Monogatron Mothership,1
528,Monogatron Leader,monogatron.leader@krom.id,Alive,Alien,Male,unknown,Monogatron Mothership,1
529,Lizard,lizard.lizard@krom.id,Dead,Alien,Male,Midland Quasar,Midland Quasar,1
530,Deliverance,deliverance.deliverance@krom.id,Dead,Robot,Genderless,Midland Quasar,Midland Quasar,1
531,Tony,tony.tony@krom.id,Dead,Alien,Male,unknown,Mount Space Everest,1
532,Tony’s Wife,tony’s.wife@krom.id,Dead,Alien,Female,Globaflyn,Globaflyn,1
533,Monogatron Queen,monogatron.queen@krom.id,Alive,Alien,Female,unknown,Monogatron Mothership,1
534,Tony's Dad,tony's.dad@krom.id,Alive,Alien,Male,unknown,Earth (Replacement Dimension),1
535,Jeff,jeff.jeff@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
536,Josiah,josiah.josiah@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
537,Maggie,maggie.maggie@krom.id,Alive,Human,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
538,Priest Witherspoon,priest.witherspoon@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
539,Richard,richard.richard@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
540,Running Bird,running.bird@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
541,Secretary at Tony's,secretary.tony's@krom.id,Alive,Alien,Female,unknown,Earth (Replacement Dimension),1
542,Mountain Sweat Jerry,mountain.jerry@krom.id,Alive,Human,Male,Globaflyn,Globaflyn,1
543,Vermigurber,vermigurber.vermigurber@krom.id,Alive,Alien,Male,unknown,Gorgon Quadrant,1
544,Miles Knightly,miles.knightly@krom.id,Dead,Alien,Male,unknown,Heist-Con,1
545,Heist-Con Receptionist,heist-con.receptionist@krom.id,Alive,Alien,Female,unknown,Heist-Con,1
546,Angie Flint,angie.flint@krom.id,Alive,Human,Female,unknown,Heist-Con,1
547,Glar,glar.glar@krom.id,Alive,Alien,Male,unknown,Heist-Con,1
548,Truckula,truckula.truckula@krom.id,Alive,Mythological Creature,Male,unknown,Heist-Con,1
549,Snake Arms,snake.arms@krom.id,Alive,Alien,Male,unknown,Heist-Con,1
550,Double Microwawe,double.microwawe@krom.id,Alive,Humanoid,Male,unknown,Heist-Con,1
551,Monitor Lord,monitor.lord@krom.id,Alive,Alien,Male,unknown,Heist-Con,1
552,Key Catcher,key.catcher@krom.id,Alive,Alien,Female,unknown,Heist-Con,1
553,The Shapeshiftress,the.shapeshiftress@krom.id,Alive,Alien,Female,unknown,Heist-Con,1
554,Heistotron,heistotron.heistotron@krom.id,Dead,Robot,Genderless,Earth (Replacement Dimension),Heistotron Base,1
555,Randotron,randotron.randotron@krom.id,Dead,Robot,Genderless,Earth (Replacement Dimension),Heistotron Base,1
556,Hephaestus,hephaestus.hephaestus@krom.id,Alive,Mythological Creature,Male,Mount Olympus,Heistotron Base,1
557,Ventriloquiver,ventriloquiver.ventriloquiver@krom.id,Alive,Humanoid,Female,Plitzville Montana,Heistotron Base,1
558,Elon Tusk,elon.tusk@krom.id,Alive,Human,Male,Earth (Tusk Dimension),Heistotron Base,1
559,Gramuflackian Anchorman,gramuflackian.anchorman@krom.id,Dead,Alien,Male,Gramuflack,Gramuflack,1
560,Gramuflackian General,gramuflackian.general@krom.id,Dead,Alien,Male,Gramuflack,Gramuflack,1
561,Netflix Executive,netflix.executive@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
562,Balthromaw,balthromaw.balthromaw@krom.id,Alive,Mythological Creature,Male,Draygon,Earth (Replacement Dimension),1
563,The Wizard,the.wizard@krom.id,Dead,Human,Male,Draygon,Draygon,1
564,Talking Cat,talking.cat@krom.id,Alive,Animal,Male,unknown,Earth (Replacement Dimension),1
565,Debrah,debrah.debrah@krom.id,Alive,Mythological Creature,Male,Draygon,Draygon,1
566,Debrah’s Partner,debrah’s.partner@krom.id,Alive,Mythological Creature,Male,Draygon,Draygon,1
567,Michael,michael.michael@krom.id,Alive,Mythological Creature,Male,Draygon,Draygon,1
568,Slut Dragon,slut.dragon@krom.id,Alive,Mythological Creature,Male,Draygon,Draygon,1
569,Shadow Jacker,shadow.jacker@krom.id,Alive,Mythological Creature,Male,Draygon,Draygon,1
570,Chachi,chachi.chachi@krom.id,Dead,Alien,Male,unknown,Earth (Replacement Dimension),1
571,Slippy,slippy.slippy@krom.id,Alive,Animal,Female,Earth (Replacement Dimension),Snake Planet,1
572,Robot Snake,robot.snake@krom.id,unknown,Robot,Genderless,Snake Planet,Snake Planet,1
573,Snake Hitler,snake.hitler@krom.id,Dead,Animal,Male,Snake Planet,Snake Planet,1
574,Snake Lincoln,snake.lincoln@krom.id,Dead,Animal,Male,Snake Planet,Snake Planet,1
575,Snake Resistance Robot,snake.robot@krom.id,Dead,Robot,Genderless,Snake Planet,Earth (Replacement Dimension),1
576,Snake Linguist,snake.linguist@krom.id,unknown,Animal,Male,Snake Planet,Snake Planet,1
577,Snake Terminator,snake.terminator@krom.id,unknown,Robot,Male,Snake Planet,Snake Planet,1
578,Snake Soldier,snake.soldier@krom.id,Alive,Animal,Male,Snake Planet,Snake Planet,1
579,Snake with Legs,snake.legs@krom.id,Alive,Animal,Male,Snake Planet,Snake Planet,1
580,Secret Service Snake,secret.snake@krom.id,Alive,Animal,Male,Snake Planet,Snake Planet,1
581,Anchosnake,anchosnake.anchosnake@krom.id,Alive,Animal,Male,Snake Planet,Snake Planet,1
582,Anchosnake,anchosnake.anchosnake@krom.id,Alive,Animal,Female,Snake Planet,Snake Planet,1
583,80's snake,80's.snake@krom.id,unknown,Animal,Male,Snake Planet,Snake Planet,1
584,Bar Customer,bar.customer@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
585,Bartender,bartender.bartender@krom.id,Alive,Human,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
586,PC Basketball Player,pc.player@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
587,Cavesnake,cavesnake.cavesnake@krom.id,Dead,Animal,Male,Snake Planet,Snake Planet,1
588,Pet Shop Employee,pet.employee@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
589,Snake Reporter,snake.reporter@krom.id,Alive,Animal,Male,Snake Planet,Snake Planet,1
590,High Pilot,high.pilot@krom.id,unknown,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
591,High Pilot,high.pilot@krom.id,unknown,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
592,Phoenixperson,phoenixperson.phoenixperson@krom.id,Dead,Alien,Male,Bird World,Earth (Replacement Dimension),3
593,Tickets Please Guy,tickets.guy@krom.id,Dead,Human,Male,Story Train,Non-Diegetic Alternative Reality,1
594,Floaty Bloody Man,floaty.man@krom.id,Dead,Human,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,1
595,Floaty Non-Gasm Brotherhood Member,floaty.member@krom.id,Dead,Alien,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,1
596,Floaty Non-Gasm Brotherhood Member Friend,floaty.friend@krom.id,Dead,Alien,Female,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,1
597,Abradolf Lincler,abradolf.lincler@krom.id,Alive,Human,Male,Story Train,Story Train,1
598,Biblesaurus,biblesaurus.biblesaurus@krom.id,Alive,Animal,Male,Story Train,Story Train,1
599,Birdperson,birdperson.birdperson@krom.id,Alive,Alien,Male,Story Train,Story Train,1
600,Cats Fan,cats.fan@krom.id,Alive,Alien,Female,Story Train,Story Train,1
601,Christmas Storyteller,christmas.storyteller@krom.id,Alive,Alien,Male,Story Train,Story Train,1
602,Cookies Guy,cookies.guy@krom.id,Alive,Human,Male,Morty’s Story,Morty’s Story,1
603,Crossy,crossy.crossy@krom.id,Alive,unknown,Genderless,Ricks’s Story,Ricks’s Story,1
604,Female Scorpion,female.scorpion@krom.id,Dead,Animal,Female,Morty’s Story,Morty’s Story,1
605,Floaty Bloody Man’s Daughter,floaty.daughter@krom.id,Dead,Human,Female,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,1
606,Goomby,goomby.goomby@krom.id,Alive,Alien,Male,Story Train,Story Train,1
607,Hairspray Fan,hairspray.fan@krom.id,Alive,Alien,Female,Story Train,Story Train,1
608,Jesus Christ,jesus.christ@krom.id,Alive,Human,Male,Ricks’s Story,Ricks’s Story,1
609,Josh,josh.josh@krom.id,Dead,Human,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,1
610,Josh's Sister,josh's.sister@krom.id,Dead,Human,Female,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,1
611,Leah,leah.leah@krom.id,Alive,unknown,Female,Story Train,Story Train,1
612,Marcus,marcus.marcus@krom.id,Alive,Human,Male,Story Train,Story Train,1
613,Mike Johnson,mike.johnson@krom.id,Alive,Human,Male,Morty’s Story,Morty’s Story,1
614,Mr. Celery & Friends,mr..friends@krom.id,Alive,unknown,Genderless,Ricks’s Story,Ricks’s Story,1
615,Musical Fan,musical.fan@krom.id,Alive,Alien,Male,Story Train,Story Train,1
616,Phantom of the Opera Fan,phantom.fan@krom.id,Alive,Alien,Male,Story Train,Story Train,1
617,Phoenixperson,phoenixperson.phoenixperson@krom.id,Alive,Alien,Male,Story Train,Story Train,1
618,Private Smith,private.smith@krom.id,unknown,Human,Male,Story Train,Story Train,1
619,Professor Sanchez,professor.sanchez@krom.id,Dead,Human,Male,Story Train,Story Train,1
620,Ramamama Lord,ramamama.lord@krom.id,Alive,Human,Male,Story Train,Story Train,1
621,Ruth Bader Ginsburg,ruth.ginsburg@krom.id,Alive,Human,Female,Morty’s Story,Morty’s Story,1
622,Sarge,sarge.sarge@krom.id,Alive,Human,Male,Story Train,Story Train,1
623,Shrek The Musical Fan,shrek.fan@krom.id,Alive,Alien,Male,Story Train,Story Train,1
624,Snuffles,snuffles.snuffles@krom.id,Alive,Animal,Male,Story Train,Story Train,1
625,Storylord,storylord.storylord@krom.id,Alive,Human,Male,Story Train,Ricks’s Story,1
626,Tammy Guetermann,tammy.guetermann@krom.id,Alive,Human,Female,Story Train,Story Train,1
627,The Concept of Time,the.time@krom.id,Alive,unknown,Genderless,Story Train,Story Train,1
628,Beth Smith,beth.smith@krom.id,Alive,Human,Female,Morty’s Story,Morty’s Story,1
629,Summer Smith,summer.smith@krom.id,Alive,Human,Female,Morty’s Story,Morty’s Story,1
630,Morty Smith,morty.smith@krom.id,Alive,Human,Male,Story Train,Story Train,1
631,Rick Sanchez,rick.sanchez@krom.id,Alive,Human,Male,Story Train,Story Train,1
632,Train Cop,train.cop@krom.id,Dead,Human,Male,Story Train,Story Train,1
633,Train Cops,train.cops@krom.id,Alive,Human,Female,Story Train,Story Train,1
634,Train Cops Instructor,train.instructor@krom.id,Dead,Human,Male,Story Train,Story Train,1
635,Darth Poopybutthole,darth.poopybutthole@krom.id,Alive,Poopybutthole,Male,Ricks’s Story,Ricks’s Story,1
636,Evil Morty,evil.morty@krom.id,Alive,Human,Male,Ricks’s Story,Ricks’s Story,1
637,Morty’s Disguise,morty’s.disguise@krom.id,Alive,Human,Female,Story Train,Story Train,1
638,Rick’s Disguise,rick’s.disguise@krom.id,Alive,Human,Male,Story Train,Story Train,1
639,Uncle Nibbles,uncle.nibbles@krom.id,Dead,Alien,Male,Tickets Please Guy Nightmare,Tickets Please Guy Nightmare,1
640,Angry Glorzo,angry.glorzo@krom.id,Dead,Alien,Male,Glorzo Asteroid,Glorzo Asteroid,1
641,Bruce,bruce.bruce@krom.id,Dead,Alien,Male,Glorzo Asteroid,Glorzo Asteroid,1
642,Council of Glorzos Member,council.member@krom.id,Dead,Alien,Male,Glorzo Asteroid,Glorzo Asteroid,1
643,Council of Glorzos Member,council.member@krom.id,Dead,Alien,Male,Glorzo Asteroid,Glorzo Asteroid,1
644,Old Glorzo,old.glorzo@krom.id,Dead,Alien,Male,Glorzo Asteroid,Glorzo Asteroid,1
645,Shane,shane.shane@krom.id,unknown,Alien,Male,Glorzo Asteroid,Glorzo Asteroid,1
646,Steve,steve.steve@krom.id,Dead,Alien,Male,Glorzo Asteroid,Glorzo Asteroid,1
647,Troy,troy.troy@krom.id,Dead,Alien,Male,Glorzo Asteroid,Glorzo Asteroid,1
648,Crystal Dealers Boss,crystal.boss@krom.id,Dead,Alien,Male,unknown,Alien Acid Plant,1
649,Crystal Dealer,crystal.dealer@krom.id,Dead,Alien,Male,unknown,Alien Acid Plant,1
650,Crystal Dealer,crystal.dealer@krom.id,Dead,Alien,Male,unknown,Alien Acid Plant,1
651,Crystal Dealer,crystal.dealer@krom.id,Dead,Alien,Male,unknown,Alien Acid Plant,1
652,SWAT Officer,swat.officer@krom.id,Dead,Human,Male,Merged Universe,Merged Universe,1
653,Plane Crash Survivor,plane.survivor@krom.id,unknown,Human,Female,Near-Duplicate Reality,Near-Duplicate Reality,1
654,Plane Crash Survivor,plane.survivor@krom.id,unknown,Human,Male,Near-Duplicate Reality,Near-Duplicate Reality,1
655,Heroine Keith,heroine.keith@krom.id,Alive,Human,Male,Near-Duplicate Reality,Merged Universe,1
656,Impervious to Acid SWAT Officer,impervious.officer@krom.id,Dead,Human,Male,Merged Universe,Merged Universe,1
657,Johnny Carson,johnny.carson@krom.id,Alive,Human,Male,Merged Universe,Merged Universe,1
658,Sonia Sotomayor,sonia.sotomayor@krom.id,Alive,Human,Female,Merged Universe,Merged Universe,1
659,Morty’s Father-in-law,morty’s.father-in-law@krom.id,Alive,Human,Male,Near-Duplicate Reality,Near-Duplicate Reality,1
660,Morty’s Mother-in-law,morty’s.mother-in-law@krom.id,Alive,Human,Female,Near-Duplicate Reality,Near-Duplicate Reality,1
661,Morty’s Girlfriend,morty’s.girlfriend@krom.id,Alive,Human,Female,Near-Duplicate Reality,Merged Universe,1
662,Gaia,gaia.gaia@krom.id,Alive,unknown,Female,Gaia,Gaia,1
663,Reggie,reggie.reggie@krom.id,Dead,Mythological Creature,Male,Mount Olympus,Gaia,1
664,Ticktock,ticktock.ticktock@krom.id,unknown,Humanoid,Genderless,Gaia,Gaia,1
665,Florflock,florflock.florflock@krom.id,Alive,Humanoid,Genderless,Gaia,Gaia,1
666,Squeeb,squeeb.squeeb@krom.id,Alive,Humanoid,Genderless,Gaia,Gaia,1
667,Defiance Beth,defiance.beth@krom.id,Alive,Human,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),2
668,Defiance Squanchette,defiance.squanchette@krom.id,Alive,Alien,Female,Planet Squanch,Defiance's Ship,1
669,Defiance Doctor,defiance.doctor@krom.id,Alive,Alien,Male,unknown,Defiance's Base,1
670,New Improved Galactic Federation Guard,new.guard@krom.id,Dead,Alien,Male,Gromflom Prime,NX-5 Planet Remover,1
671,New Improved Galactic Federation Guard,new.guard@krom.id,Dead,Alien,Male,Gromflom Prime,NX-5 Planet Remover,1
672,Mr. Nimbus,mr..nimbus@krom.id,Alive,Mythological Creature,Male,The Ocean,Earth (Replacement Dimension),1
673,Hoovy,hoovy.hoovy@krom.id,Dead,Humanoid,Male,Narnia Dimension,Narnia Dimension,1
674,Bova,bova.bova@krom.id,Dead,Humanoid,Female,Narnia Dimension,Narnia Dimension,1
675,Japheth,japheth.japheth@krom.id,Dead,Humanoid,Male,Narnia Dimension,Narnia Dimension,1
676,Japheth's Middle Son,japheth's.son@krom.id,Dead,Humanoid,Male,Narnia Dimension,Narnia Dimension,1
677,Japheth's Eldest Son,japheth's.son@krom.id,Dead,Humanoid,Male,Narnia Dimension,Narnia Dimension,1
678,Japheth's Youngest Son,japheth's.son@krom.id,Dead,Humanoid,Male,Narnia Dimension,Narnia Dimension,1
679,Japheth's Grandson,japheth's.grandson@krom.id,Dead,Humanoid,Male,Narnia Dimension,Narnia Dimension,1
680,Adam,adam.adam@krom.id,Dead,Humanoid,Male,Narnia Dimension,Earth (Replacement Dimension),1
681,Adam's Mother,adam's.mother@krom.id,Dead,Humanoid,Female,Narnia Dimension,Narnia Dimension,1
682,Warlock,warlock.warlock@krom.id,Dead,Humanoid,Male,Narnia Dimension,Narnia Dimension,1
683,Evolved Narnian,evolved.narnian@krom.id,Alive,Humanoid,Male,Narnia Dimension,Narnia Dimension,1
684,Mr. Nimbus Secretary,mr..secretary@krom.id,Alive,Animal,Female,The Ocean,Earth (Replacement Dimension),1
685,Evolved Narnian Disguised as Morty,evolved.morty@krom.id,Alive,Humanoid,Male,Narnia Dimension,Narnia Dimension,1
686,Mr. Nimbus' Squid,mr..squid@krom.id,Dead,Animal,Male,The Ocean,Earth (Replacement Dimension),1
687,Scarecrow Rick,scarecrow.rick@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
688,Scarecrow Summer,scarecrow.summer@krom.id,Dead,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
689,Scarecrow Jerry,scarecrow.jerry@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
690,Scarecrow Morty,scarecrow.morty@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
691,Scarecrow Beth,scarecrow.beth@krom.id,Dead,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
692,Glockenspiel Jerry,glockenspiel.jerry@krom.id,Alive,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
693,Glockenspiel Beth,glockenspiel.beth@krom.id,Dead,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
694,Glockenspiel Rick,glockenspiel.rick@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
695,Glockenspiel Summer,glockenspiel.summer@krom.id,Dead,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
696,Glockenspiel Morty,glockenspiel.morty@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
697,Wicker Beth,wicker.beth@krom.id,Dead,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
698,Wicker Rick,wicker.rick@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
699,Wicker Morty,wicker.morty@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
700,Wicker Summer,wicker.summer@krom.id,Dead,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
701,Metal Rick,metal.rick@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
702,Gun Brain Rick,gun.rick@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
703,Mr. Always Wants to be Hunted,mr..hunted@krom.id,Alive,Poopybutthole,Male,unknown,Earth (Replacement Dimension),1
704,Squid Costume Beth,squid.beth@krom.id,Dead,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
705,Squid Costume Jerry,squid.jerry@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
706,Squid Costume Morty,squid.morty@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
707,Squid Costume Rick,squid.rick@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
708,Squid Costume Summer,squid.summer@krom.id,Dead,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
709,Dracula,dracula.dracula@krom.id,Alive,Mythological Creature,Male,Interdimensional Cable,Interdimensional Cable,1
710,Steve,steve.steve@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
711,When Wolf,when.wolf@krom.id,Alive,Mythological Creature,Male,Interdimensional Cable,Interdimensional Cable,1
712,Too Cute to Murder Beth,too.beth@krom.id,Dead,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
713,Too Cute to Murder Rick,too.rick@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
714,Too Cute to Murder Jerry,too.jerry@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
715,Too Cute to Murder Morty,too.morty@krom.id,Dead,Robot,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
716,Too Cute to Murder Summer,too.summer@krom.id,Dead,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
717,Planetina,planetina.planetina@krom.id,Alive,Humanoid,Female,Elemental Rings,Earth (Replacement Dimension),1
718,Daphne,daphne.daphne@krom.id,Alive,Alien,Female,Morglutz,Ferkus 9,1
719,Diesel Weasel,diesel.weasel@krom.id,Alive,Animal,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
720,Eddie,eddie.eddie@krom.id,Dead,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
721,Xing Ho,xing.ho@krom.id,Dead,Human,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
722,Air Tina-Teer,air.tina-teer@krom.id,Dead,Human,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
723,Water Tina-Teer,water.tina-teer@krom.id,Dead,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
724,Planetina Buyer,planetina.buyer@krom.id,Dead,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
725,Tony Galopagus,tony.galopagus@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
726,Sticky,sticky.sticky@krom.id,Alive,unknown,Male,Morty,Earth (Replacement Dimension),1
727,Professor Shabooboo,professor.shabooboo@krom.id,Dead,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
728,Sperm Queen,sperm.queen@krom.id,Dead,unknown,Female,Morty,Earth (Replacement Dimension),1
729,CHUD King,chud.king@krom.id,Alive,Animal,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
730,Princess Ponietta,princess.ponietta@krom.id,Alive,Animal,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
731,Naruto Smith,naruto.smith@krom.id,Alive,Humanoid,Male,Earth (Replacement Dimension),Space,2
732,Blazen,blazen.blazen@krom.id,Dead,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
733,Kathy Ireland,kathy.ireland@krom.id,Alive,Human,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
734,Amazing Johnathan,amazing.johnathan@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
735,Foal Sanchez,foal.sanchez@krom.id,Alive,Humanoid,unknown,Earth (Replacement Dimension),Earth (Replacement Dimension),1
736,Spaceman,spaceman.spaceman@krom.id,Dead,Human,Male,Earth (Replacement Dimension),Space,1
737,Cirque du Soleil Zumanity Member,cirque.member@krom.id,Alive,Human,Female,Near-Duplicate Reality,Earth (Replacement Dimension),1
738,Cirque du Soleil Zumanity Member,cirque.member@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
739,Cirque du Soleil Zumanity Member,cirque.member@krom.id,Alive,Human,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
740,Cirque du Soleil Zumanity Member,cirque.member@krom.id,Dead,Human,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
741,Cirque du Soleil Zumanity Member,cirque.member@krom.id,Alive,Human,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),1
742,Bruce Chutback,bruce.chutback@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
743,Alyson Hannigan,alyson.hannigan@krom.id,Dead,Alien,Female,unknown,Z. Q. P. D.,1
744,Cenobite,cenobite.cenobite@krom.id,unknown,Mythological Creature,Male,Hell,Hell,1
745,Cenobite,cenobite.cenobite@krom.id,unknown,Mythological Creature,Female,Hell,Hell,1
746,Cenobite,cenobite.cenobite@krom.id,unknown,Mythological Creature,Male,Hell,Hell,1
747,Cenobite,cenobite.cenobite@krom.id,unknown,Mythological Creature,Male,Hell,Hell,1
748,Cenobite,cenobite.cenobite@krom.id,unknown,Mythological Creature,Male,Hell,Hell,1
749,Coat Rack Head,coat.head@krom.id,unknown,Mythological Creature,Male,Hell,Hell,1
750,Mousetrap Nipples,mousetrap.nipples@krom.id,unknown,Mythological Creature,Male,Hell,Hell,1
751,Changeformer,changeformer.changeformer@krom.id,Dead,Robot,Male,Space Tahoe,Space Tahoe,1
752,Changeformer,changeformer.changeformer@krom.id,Dead,Robot,Male,Space Tahoe,Space Tahoe,1
753,Space Cruiser,space.cruiser@krom.id,Alive,Robot,Female,Earth (Replacement Dimension),Earth (Replacement Dimension),2
754,Coop,coop.coop@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
755,Dwayne,dwayne.dwayne@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
756,Franklin D. Roosevelt,franklin.roosevelt@krom.id,Dead,Humanoid,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
757,President's General,president's.general@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),2
758,Giant Assassin Hidden in the Statue of Liberty,giant.liberty@krom.id,Alive,Robot,Female,France,Earth (Replacement Dimension),1
759,Turkey Morty,turkey.morty@krom.id,Alive,Animal,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
760,Turkey Rick,turkey.rick@krom.id,Alive,Animal,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
761,Turkey President Curtis,turkey.curtis@krom.id,Alive,Animal,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
762,Martínez,martínez.martínez@krom.id,Dead,Animal,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
763,Marvin,marvin.marvin@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
764,Jackey,jackey.jackey@krom.id,Alive,Human,Male,Earth (Replacement Dimension),Earth (Replacement Dimension),1
765,Native Alien,native.alien@krom.id,Alive,Alien,Male,unknown,Earth (Replacement Dimension),1
